41.8559054115,-71.4157906814,0.09789053
41.8589042519,-71.4182738751,0.100097194
41.8591846726,-71.4217456068,0.096294805
41.8587824652,-71.4200940879,0.093856715
41.8557311898,-71.3958221397,0.09229376
41.8021380099,-71.4393036018,0.100098185
41.8572302313,-71.4124815115,0.093921155
41.856664099,-71.4139921897,0.08576292
41.8534993469,-71.4106335379,0.09901907
41.8583509905,-71.4188288544,0.10148095
41.8574026433,-71.4101724943,0.09439692
41.8567474336,-71.4151932084,0.10329353
41.8555551961,-71.3918172462,0.10253333
41.8574500334,-71.4146248155,0.09863881
41.8554712793,-71.4000072806,0.09765981
41.8562022317,-71.4255270403,0.098762445
41.8563312395,-71.4258410331,0.09903637
41.8587944868,-71.4199739606,0.097809635
41.8571840303,-71.4146219165,0.09452601
41.8558815075,-71.4144831248,0.08614453
41.8575073891,-71.4137448647,0.099122494
41.8602990579,-71.4256758835,0.10023579
41.8568197133,-71.4258172074,0.09403327
41.8568095691,-71.4171764161,0.10417387
41.8576526662,-71.4255422598,0.10339058
41.857336165,-71.4137992219,0.09339911
41.8580621631,-71.431694059,0.100833155
41.8560694917,-71.408179192,0.09723343
41.8555609924,-71.4363749434,0.09269688
41.8568284492,-71.4210499405,0.094434544
41.8587381148,-71.4332444259,0.097166754
41.8559917281,-71.4184431955,0.10260407
41.8568450209,-71.4302258516,0.09852572
41.8564395315,-71.4096450431,0.09332621
41.8581473668,-71.4212131898,0.09744128
41.8521052231,-71.4111531059,0.0984692
41.8556327979,-71.3991954246,0.0970774
41.8575465606,-71.4176359107,0.10098797
41.8558738887,-71.437629788,0.09479445
41.8577692415,-71.4171984306,0.09804295
41.8602084019,-71.4243750667,0.10020996
41.8577327918,-71.4253161414,0.094649464
41.8569197994,-71.415703801,0.1007247
41.8567320332,-71.4169535538,0.09804668
41.8598667593,-71.4217341015,0.09804375
41.8559428421,-71.3982562751,0.09608809
41.8562615632,-71.4135309692,0.099226475
41.8598924,-71.4214823427,0.10171872
41.8597829758,-71.4225531543,0.099305205
41.8554814273,-71.4412835965,0.10008561
41.8574202347,-71.4262081127,0.098827265
41.857594682,-71.4194973468,0.10045481
41.8560800547,-71.4342071284,0.10261352
41.8566770263,-71.4244175546,0.101734966
41.8560811805,-71.3926909082,0.094496116
41.8556121737,-71.4370477516,0.100735016
41.8517539247,-71.411284017,0.096053764
41.8554974167,-71.4151279801,0.09763017
41.8599669622,-71.4207498043,0.08832271
41.8566009249,-71.4108849419,0.10020411
41.8556540405,-71.3994358741,0.09545784
41.858888796,-71.4131990278,0.101643145
41.8569841629,-71.4253655142,0.10009496
41.8024853106,-71.4394834206,0.097917445
41.8559422519,-71.4400113717,0.096874535
41.8586679768,-71.4324402543,0.09508226
41.8589024169,-71.4176915356,0.09903399
41.8562798249,-71.4156530679,0.10110284
41.8592618132,-71.4271442,0.10272847
41.8558872028,-71.441927679,0.10267216
41.8556555531,-71.3999271913,0.10326302
41.8555298994,-71.442631639,0.09867728
41.8578920948,-71.4244059587,0.09176807
41.8565043501,-71.4259584407,0.09611375
41.8575154578,-71.4244132062,0.097364135
41.8583452629,-71.4238646676,0.096845426
41.8570202026,-71.4178494414,0.095195435
41.8583585324,-71.4183333049,0.09509351
41.8566507061,-71.4299923982,0.10284323
41.8577867561,-71.4169524667,0.09900093
41.8564314183,-71.4142899761,0.09615291
41.8569401957,-71.4201184576,0.09874468
41.8606363643,-71.4258859669,0.09654573
41.8562790185,-71.4253146919,0.09503378
41.8555462369,-71.436129808,0.09561896
41.8570670478,-71.4161544191,0.092929386
41.8588798979,-71.4190156591,0.103452
41.8577101985,-71.4312702752,0.09981761
41.857352265,-71.4308348952,0.100817546
41.856503424,-71.4162961997,0.10088191
41.8558449965,-71.3976520689,0.09768086
41.8570934403,-71.4244159239,0.09391066
41.8585398222,-71.4322809054,0.09892246
41.8568078609,-71.4154767704,0.10278865
41.8562453262,-71.4088580322,0.098234676
41.8582222359,-71.4207113927,0.09570225
41.8554113487,-71.4424428535,0.10065727
41.8574014051,-71.4143395316,0.0995029
41.859464445,-71.4264719169,0.09820516
41.8593815249,-71.4250931935,0.09768795
41.856609855,-71.3972854134,0.09580351
41.8563976284,-71.4138865557,0.10041385
41.8567763459,-71.425936155,0.10354217
41.8558496086,-71.4425108851,0.096027315
41.8563582589,-71.4137838207,0.098788016
41.8572923409,-71.4264663002,0.10614173
41.8599984397,-71.4254850055,0.10073828
41.8538573615,-71.4104924799,0.10409477
41.8570084491,-71.4196323316,0.10137066
41.8596312174,-71.4240342571,0.10515457
41.8571395516,-71.4163703967,0.09758964
41.8560547914,-71.4407951439,0.09955882
41.8574339059,-71.4145331333,0.10315973
41.8586002138,-71.4298686506,0.09659407
41.8571916306,-71.4177497877,0.10355119
41.8579209082,-71.4176518553,0.10660843
41.8593609368,-71.4201149244,0.09703052
41.8529512089,-71.410837832,0.10330482
41.8555755177,-71.3968075919,0.09579204
41.8554715919,-71.3977752839,0.09568882
41.8531361989,-71.4107688884,0.10084693
41.8599676332,-71.4264955614,0.102223545
41.8569152694,-71.4107282108,0.09733456
41.8577644702,-71.4218272314,0.09794099
41.8560056992,-71.3934307514,0.098766156
41.8592514227,-71.4250134722,0.1017756
41.8593137565,-71.4158962242,0.096086584
41.8547632472,-71.4033578771,0.10000454
41.8561499506,-71.4141669479,0.10421332
41.8583711559,-71.4126969477,0.099312715
41.8577994282,-71.4329010882,0.091553666
41.8556576725,-71.4375675532,0.091280766
41.8588223349,-71.4127053731,0.09971923
41.8598331609,-71.4243050386,0.100090496
41.8572090469,-71.4107679825,0.10050605
41.8549679216,-71.4097745958,0.09747969
41.857173062,-71.4122547506,0.0927398
41.8568022226,-71.4108750669,0.1025615
41.8553301602,-71.440456977,0.09513596
41.8590785807,-71.4176978772,0.09887047
41.8590897033,-71.4228744877,0.102769375
41.8546010377,-71.4034468442,0.094424985
41.8544684368,-71.4035187789,0.099021435
41.8596570823,-71.423782047,0.102376655
41.8543262008,-71.4036776875,0.09835128
41.8558651159,-71.3949042724,0.09460647
41.8592252355,-71.4156334994,0.09778129
41.8555370685,-71.4116041827,0.09994786
41.8597329573,-71.4230419035,0.10217663
41.8563286577,-71.4091952322,0.09688722
41.8572255902,-71.4138263099,0.09606002
41.8564254694,-71.4160721592,0.09794676
41.8592750779,-71.4210789304,0.09671048
41.8594480909,-71.4177099262,0.09476671
41.8598006614,-71.4270571412,0.092641234
41.8563446713,-71.4158398743,0.098190255
41.855828458,-71.4092372689,0.089180246
41.8561113538,-71.4114977326,0.09832885
41.8579685571,-71.4295509471,0.097830005
41.856115675,-71.3923226168,0.09580462
